codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,85.8,85.8,1021.190462,0.8576
AALR13,,,,
ABSP12,149.3,149.3,1081.082835,1.4935
ACOV15,140.0,140.0,1041.409308,1.4
ADPA21,250.1,250.1,1088.560331,2.501
AEGE16,754.0,754.0,896.443993,7.5403
AEGE17,787.5,787.5,890.917705,7.8748
AEGP17,630.1,630.1,708.362597,6.3005
AEGP19,479.0,479.0,966.038978,4.7902
AEGPA4,578.3,578.3,1045.282417,5.783
AEGPA9,422.0,422.0,1016.040664,4.2204
AEGPB3,623.1,623.1,872.525234,6.2307
AEGPB5,500.0,500.0,946.842292,5.0002
AEGPB7,471.8,471.8,983.295337,4.718
AERI11,,,111.612105,
AERI12,,,170.878393,
AESLA8,58.5,58.5,1010.188772,0.5854
AGAU13,446.6,446.6,506.652026,4.4663
AGPI11,,,,
ALGAA2,119.5,119.5,1042.986463,1.1946
ALGTA5,117.2,117.2,1034.722188,1.1718
ALGTA6,120.8,120.8,1021.706565,1.2076
ALPA22,87.6,87.6,1066.203348,0.8757
ALTF11,81.0,81.0,524.261113,0.8099
AMBP16,,,178.019532,
ANHBA5,70.4,70.4,1053.536035,0.7042
ANHBA6,74.1,74.1,1023.643145,0.7413
ANIM15,178.0,178.0,1065.109532,1.7799
ANIM17,185.8,185.8,1056.287864,1.8583
ANIM18,201.4,201.4,1050.27157,2.0143
APPSB2,137.8,137.8,638.296882,1.3785
APRB28,82.9,82.9,432.360056,0.8289
ARML13,264.8,264.8,1060.915883,2.6475
ARML14,260.2,260.2,986.818472,2.6019
ARML15,316.1,316.1,940.122571,3.1605
ARML25,345.2,345.2,925.773877,3.4522
ARML26,354.0,354.0,1000.87936,3.5396
ARTRA1,154.9,154.9,337.922666,1.5489
ARTRA4,194.1,194.1,1030.348205,1.941
ARTRA5,207.8,207.8,1087.961965,2.0783
ASAI18,333.5,333.5,1024.911005,3.3349
ASAI19,323.6,323.6,966.167354,3.2357
ASAI22,276.4,276.4,1049.772064,2.7642
ASAI28,325.1,325.1,1018.666916,3.2513
ASAIA0,296.9,296.9,1007.450818,2.9693
ASAIA1,327.5,327.5,958.680327,3.2749
ASAIA2,322.6,322.6,995.675467,3.2259
ASAIA3,329.4,329.4,999.908371,3.2939
AURE13,107.1,107.1,982.30304,1.0706
AZZA11,129.8,129.8,1003.439611,1.2976
AZZA12,154.3,154.3,1012.918202,1.5434
BCBF16,758.7,758.7,632.361638,7.5874
BCPSA4,44.9,44.9,1026.665723,0.4491
BCPSA6,38.4,38.4,1003.632629,0.3835
BKBR19,183.5,183.5,1074.142469,1.8347
BRIT11,133.7,133.7,683.352666,1.3369
BRIT12,120.3,120.3,1048.448943,1.2035
BRKMA6,,,442.056697,
BRKMA8,,,444.884258,
BRKMB6,,,445.369532,
BRKMB8,,,455.997539,
BRKPA0,234.6,234.6,418.521418,2.3463
BRKPA2,266.4,266.4,1036.130377,2.6639
BRKPA3,280.2,280.2,1025.457377,2.8022
BRKPA4,256.6,256.6,1049.852969,2.5659
BRMLA1,57.7,57.7,1021.570464,0.5774
BRMLB1,72.8,72.8,1030.673191,0.7283
BRST14,146.4,146.4,1059.066668,1.4645
BSA312,75.3,75.3,10588.199848,0.7531
BSA318,52.9,52.9,1054.73091,0.5291
BSA319,61.9,61.9,1035.773588,0.6187
BSA3A0,45.1,45.1,1008.998623,0.4505
BTGH18,127.6,127.6,1056.162373,1.2763
CAEC13,169.9,169.9,1012.19775,1.6986
CAEC22,131.5,131.5,1069.866318,1.315
CAEC32,181.6,181.6,1075.032818,1.8161
CAMLA1,135.1,135.1,1073.107482,1.3508
CAMLB1,135.8,135.8,1072.973897,1.3582
CASN13,262.9,262.9,904.095271,2.6288
CASN14,259.8,259.8,1005.53421,2.598
CBAN22,102.6,102.6,897.415672,1.0259
CBOH11,166.6,166.6,1008.952937,1.6656
CBRDA8,,,190.563197,
CBRDB8,,,356.664741,
CCROA7,62.0,62.0,1038.463408,0.6203
CDAR11,177.4,177.4,1007.632232,1.7736
CDES12,126.9,126.9,1025.386095,1.2686
CEAB13,129.4,129.4,1042.53389,1.2939
CEAB14,126.9,126.9,1000.559023,1.2689
CEAB22,102.6,102.6,810.029765,1.0256
CEBD14,135.8,135.8,1023.103069,1.3585
CEBD25,120.5,120.5,1058.409953,1.2046
CEEBA3,108.6,108.6,1076.963225,1.0862
CEEBA6,156.4,156.4,1030.526307,1.5645
CEEBA7,107.7,107.7,1062.481653,1.0769
CEEBA8,112.1,112.1,1044.84756,1.1215
CEEBB3,120.2,120.2,1081.536858,1.2023
CEEBB4,94.0,94.0,1093.303611,0.9403
CEEBB8,118.5,118.5,1046.879653,1.1845
CEED16,86.0,86.0,1030.790757,0.8604
CEED18,77.0,77.0,1007.256579,0.7705
CEED28,,,,
CEEDA0,98.3,98.3,1052.483201,0.983
CEMTE2,85.2,85.2,1053.377994,0.8518
CEPEA1,99.3,99.3,1077.944431,0.9929
CEPEA3,96.9,96.9,1064.886694,0.9692
CEPEA4,99.7,99.7,1013.976509,0.9969
CEPEB1,103.0,103.0,1085.740539,1.0305
CEPEB2,133.6,133.6,1084.749951,1.3361
CERO19,82.6,82.6,1073.784804,0.8259
CEROA2,87.9,87.9,1049.566417,0.879
CEROB2,99.6,99.6,1051.89638,0.9958
CESE22,107.5,107.5,772.409878,1.0748
CESPA4,107.4,107.4,1001.996846,1.0739
CGASA3,48.4,48.4,1056.568009,0.4842
CGBP14,89.2,89.2,941.200026,0.8924
CGOS15,98.9,98.9,1009.699216,0.9887
CGOS17,86.2,86.2,1029.320737,0.8617
CGOS18,86.0,86.0,1014.434624,0.8601
CGOS19,89.7,89.7,1056.929457,0.8974
CGOSA1,113.1,113.1,1046.844629,1.1307
CHSF12,84.6,84.6,1073.273827,0.8462
CHSF14,87.9,87.9,1009.323151,0.8787
CHSF24,106.4,106.4,1009.919445,1.0642
CHTH11,59.3,59.3,1041.474949,0.5927
CIEL17,43.4,43.4,1046.581299,0.4336
CIEL18,54.0,54.0,1060.611529,0.5398
CIEL19,58.1,58.1,1061.79702,0.5805
CLCD16,112.4,112.4,1069.60471,1.124
CLCD17,94.2,94.2,1034.859081,0.9424
CLCD18,76.1,76.1,1024.284173,0.7612
CLII12,185.2,185.2,972.03224,1.8525
CLIS11,177.0,177.0,1048.996474,1.7702
CLMOA4,86.9,86.9,1058.149044,0.8688
CMGD18,94.9,94.9,1053.184821,0.9494
CMGD19,154.4,154.4,532.10287,1.5444
CMGDA0,67.3,67.3,1023.662011,0.6732
CMGDA1,88.4,88.4,997.975414,0.8845
CMGDA2,84.7,84.7,1010.958895,0.8472
CMGDA3,72.9,72.9,1069.589033,0.7285
CMGDB3,80.8,80.8,1072.601596,0.8081
CMGTA0,74.3,74.3,1007.429519,0.7429
CMPH14,,,446.663096,
CMTR19,78.3,78.3,703.139989,0.7827
COCEA2,103.9,103.9,1061.431708,1.0387
COGNA4,156.8,156.8,1061.399475,1.5682
COGNA5,145.1,145.1,1014.71093,1.4508
COGNB2,157.7,157.7,1062.405244,1.5767
COLNA3,100.2,100.2,1027.493893,1.0017
COMR16,197.5,197.5,1082.172944,1.9754
CPFGA3,90.5,90.5,1001.273307,0.9045
CPFPA6,72.1,72.1,536.152105,0.7212
CPFPA8,80.9,80.9,1004.806068,0.8089
CPFPB8,115.7,115.7,992.339388,1.1566
CPGT17,92.8,92.8,539.086072,0.9281
CPGT18,90.5,90.5,1048.880704,0.9048
CPGT19,58.1,58.1,998.700172,0.5807
CPGT29,78.1,78.1,996.615854,0.7812
CPGT39,115.5,115.5,990.281644,1.1545
CPGTA0,60.9,60.9,1020.382075,0.6087
CPGTB0,89.0,89.0,1017.167259,0.8902
CPLD19,83.9,83.9,1050.217993,0.8391
CPLD27,96.5,96.5,1063.1501,0.9645
CPLD38,145.0,145.0,1066.905385,1.4498
